Variable_1,Variable_2,Correlation,Abs_Correlation
ai_software_revenue_in_billions_diff_lag_2,estimated_revenue_increase_from_ai_trillions_usd_ratio_lag_3,-0.9218442675719215,0.9218442675719215
global_ai_market_value_in_billions_ma_5,estimated_revenue_increase_from_ai_trillions_usd_detrended,0.9218080340353925,0.9218080340353925
ai_software_revenue_in_billions_lag_3,job_creation_ratio,0.9217672226994631,0.9217672226994631
estimated_revenue_increase_from_ai_trillions_usd_yoy_growth,organizations_using_ai_lag_3,-0.9216577642481324,0.9216577642481324
estimated_revenue_increase_from_ai_trillions_usd_rolling_2y_growth,organizations_using_ai_lag_3,-0.9216577642481324,0.9216577642481324
organizations_using_ai_lag_3,estimated_revenue_increase_from_ai_trillions_usd_ratio_lag_1,-0.9216577642481305,0.9216577642481305
global_ai_market_value_in_billions_ma_5,estimated_revenue_increase_from_ai_trillions_usd_upper_band,0.9216086733757842,0.9216086733757842
estimated_revenue_increase_from_ai_trillions_usd_ratio_lag_3,revenue_per_org_using_ai,-0.9214462714406693,0.9214462714406693
ai_software_revenue_in_billions_std_5,global_ai_market_value_in_billions_ma_5,0.9213696018674865,0.9213696018674865
global_ai_market_value_in_billions_lag_2,organizations_using_ai_diff_lag_3,0.9213334460958017,0.9213334460958017
estimated_revenue_increase_from_ai_trillions_usd_growth_acceleration,ai_software_revenue_in_billions_diff_lag_2,0.9210773415077209,0.9210773415077209
organizations_using_ai_diff_lag_3,organizations_using_ai_upper_band,0.920936156344947,0.920936156344947
organizations_using_ai,organizations_using_ai_std_5,0.9208157385665792,0.9208157385665792
organizations_using_ai_cumulative_growth,organizations_using_ai_std_5,0.920815738566579,0.920815738566579
organizations_using_ai_std_5,organizations_using_ai_zscore,0.9208157385665788,0.9208157385665788
ai_adoption_%,jobs_at_high_risk_of_automation__manufacturing,0.9208069638990198,0.9208069638990198
expected_increase_in_employee_productivity_due_to_ai_%,ai_software_revenue_in_billions_ratio_lag_2,-0.9207482767015261,0.9207482767015261
estimated_revenue_increase_from_ai_trillions_usd_growth_acceleration,ai_software_revenue_in_billions_std_3,0.9204529822645887,0.9204529822645887
estimated_revenue_increase_from_ai_trillions_usd_growth_acceleration,ai_software_revenue_in_billions_volatility,0.9204529822645887,0.9204529822645887
ai_software_revenue_in_billions_detrended,estimated_revenue_increase_from_ai_trillions_usd_diff_lag_2,0.9204499012700441,0.9204499012700441
ai_software_revenue_in_billions_detrended,estimated_revenue_increase_from_ai_trillions_usd_std_3,0.9204499012700441,0.9204499012700441
ai_software_revenue_in_billions_detrended,estimated_revenue_increase_from_ai_trillions_usd_volatility,0.9204499012700441,0.9204499012700441
ai_software_revenue_in_billions_detrended,estimated_revenue_increase_from_ai_trillions_usd_band_position,0.9204499012700247,0.9204499012700247
organizations_planning_to_implement_ai,estimated_revenue_increase_from_ai_trillions_usd_growth_acceleration,0.9203918911083048,0.9203918911083048
estimated_revenue_increase_from_ai_trillions_usd_ratio_lag_3,ai_software_revenue_in_billions_volatility,-0.920075433137889,0.920075433137889
ai_software_revenue_in_billions_std_3,estimated_revenue_increase_from_ai_trillions_usd_ratio_lag_3,-0.920075433137889,0.920075433137889
estimated_revenue_increase_from_ai_trillions_usd_ratio_lag_2,estimated_revenue_increase_from_ai_trillions_usd_zscore,-0.9200590776337202,0.9200590776337202
estimated_revenue_increase_from_ai_trillions_usd,estimated_revenue_increase_from_ai_trillions_usd_ratio_lag_2,-0.9200590776337202,0.9200590776337202
estimated_revenue_increase_from_ai_trillions_usd_cumulative_growth,estimated_revenue_increase_from_ai_trillions_usd_ratio_lag_2,-0.9200590776337202,0.9200590776337202
global_ai_market_value_in_billions_ma_5,global_ai_market_value_in_billions_lag_1,0.9199279076374065,0.9199279076374065
ai_software_revenue_in_billions_std_5,global_ai_market_value_in_billions_ma_3,0.9198525946889692,0.9198525946889692
estimated_revenue_increase_from_ai_trillions_usd_rolling_2y_growth,ai_software_revenue_in_billions_diff_lag_3,-0.9197102195863008,0.9197102195863008
estimated_revenue_increase_from_ai_trillions_usd_yoy_growth,ai_software_revenue_in_billions_diff_lag_3,-0.9197102195863008,0.9197102195863008
ai_software_revenue_in_billions_diff_lag_3,estimated_revenue_increase_from_ai_trillions_usd_ratio_lag_1,-0.9197102195862991,0.9197102195862991
global_ai_market_value_in_billions_lag_1,market_efficiency_ratio,-0.9196004092042989,0.9196004092042989
ai_adoption_%,expected_increase_in_employee_productivity_due_to_ai_%,0.9193746395230271,0.9193746395230271
ai_software_revenue_in_billions_diff_lag_1,job_creation_ratio,0.9190117983979673,0.9190117983979673
ai_software_revenue_in_billions_std_2,job_creation_ratio,0.9190117983979669,0.9190117983979669
ai_software_revenue_in_billions_detrended,organizations_using_ai_std_5,0.9189606339684412,0.9189606339684412
organizations_believing_ai_provides_competitive_edge,job_creation_ratio,0.9189198226541532,0.9189198226541532
ai_software_revenue_in_billions_std_2,organizations_using_ai_std_5,0.9186603186323379,0.9186603186323379
organizations_using_ai_std_5,ai_software_revenue_in_billions_diff_lag_1,0.9186603186323374,0.9186603186323374
ai_adoption_%,americans_using_voice_assistants_%,0.9186374152719003,0.9186374152719003
ai_adoption_%,estimated_jobs_eliminated_by_ai_millions,0.9186374152719003,0.9186374152719003
year,ai_adoption_%,0.9186374152719003,0.9186374152719003
ai_adoption_%,jobs_at_high_risk_of_automation__wholesale_&_retail_trade,0.9186374152719003,0.9186374152719003
ai_adoption_%,companies_prioritizing_ai_in_strategy,0.9186374152719003,0.9186374152719003
ai_adoption_%,years_since_start,0.9186374152719003,0.9186374152719003
ai_adoption_%,cycle_position,0.9186374152719003,0.9186374152719003
estimated_revenue_increase_from_ai_trillions_usd_std_3,organizations_using_ai_diff_lag_3,0.9185586535436931,0.9185586535436931
organizations_using_ai_diff_lag_3,estimated_revenue_increase_from_ai_trillions_usd_volatility,0.9185586535436929,0.9185586535436929
organizations_using_ai_diff_lag_3,adoption_momentum,-0.9185586535436915,0.9185586535436915
organizations_using_ai_diff_lag_3,estimated_revenue_increase_from_ai_trillions_usd_diff_lag_1,0.9185586535436912,0.9185586535436912
organizations_using_ai_diff_lag_3,estimated_revenue_increase_from_ai_trillions_usd_diff_lag_3,0.9185586535436909,0.9185586535436909
organizations_using_ai_diff_lag_3,estimated_revenue_increase_from_ai_trillions_usd_diff_lag_2,0.9185586535436907,0.9185586535436907
estimated_revenue_increase_from_ai_trillions_usd_std_2,organizations_using_ai_diff_lag_3,0.9185586535436844,0.9185586535436844
organizations_using_ai_diff_lag_3,estimated_revenue_increase_from_ai_trillions_usd_band_position,0.9185586535436767,0.9185586535436767
americans_using_voice_assistants_%,global_ai_market_value_in_billions_ratio_lag_3,0.9185039128441395,0.9185039128441395
estimated_jobs_eliminated_by_ai_millions,global_ai_market_value_in_billions_ratio_lag_3,0.9185039128441395,0.9185039128441395
jobs_at_high_risk_of_automation__manufacturing,global_ai_market_value_in_billions_ratio_lag_3,0.9185039128441393,0.9185039128441393
global_ai_market_value_in_billions_ratio_lag_3,net_job_impact,-0.9185039128441393,0.9185039128441393
companies_prioritizing_ai_in_strategy,global_ai_market_value_in_billions_ratio_lag_3,0.9185039128441393,0.9185039128441393
jobs_at_high_risk_of_automation__wholesale_&_retail_trade,global_ai_market_value_in_billions_ratio_lag_3,0.9185039128441393,0.9185039128441393
global_ai_market_value_in_billions_ratio_lag_3,years_since_start,0.9185039128441393,0.9185039128441393
estimated_new_jobs_created_by_ai_millions,global_ai_market_value_in_billions_ratio_lag_3,0.9185039128441393,0.9185039128441393
year,global_ai_market_value_in_billions_ratio_lag_3,0.9185039128441393,0.9185039128441393
marketers_believing_ai_improves_email_revenue,global_ai_market_value_in_billions_ratio_lag_3,0.9185039128441393,0.9185039128441393
organizations_believing_ai_provides_competitive_edge,global_ai_market_value_in_billions_ratio_lag_3,0.9185039128441393,0.9185039128441393
global_ai_market_value_in_billions_ratio_lag_3,estimated_revenue_increase_from_ai_trillions_usd_lag_1,0.9185039128441393,0.9185039128441393
global_ai_market_value_in_billions_ratio_lag_3,cycle_position,0.9185039128441393,0.9185039128441393
global_ai_market_value_in_billions_ratio_lag_3,estimated_revenue_increase_from_ai_trillions_usd_lag_3,0.9185039128441392,0.9185039128441392
global_ai_market_value_in_billions_ratio_lag_3,estimated_revenue_increase_from_ai_trillions_usd_lag_2,0.9185039128441392,0.9185039128441392
ai_software_revenue_in_billions_detrended,estimated_revenue_increase_from_ai_trillions_usd_diff_lag_3,0.9184442663321906,0.9184442663321906
ai_software_revenue_in_billions_std_3,global_ai_market_value_in_billions_lag_3,0.9183542749685973,0.9183542749685973
global_ai_market_value_in_billions_lag_3,ai_software_revenue_in_billions_volatility,0.9183542749685973,0.9183542749685973
organizations_planning_to_implement_ai,estimated_revenue_increase_from_ai_trillions_usd_ratio_lag_2,-0.9181925188650278,0.9181925188650278
ai_software_revenue_in_billions_lower_band,late_period,0.9180535839089627,0.9180535839089627
organizations_using_ai_std_5,estimated_revenue_increase_from_ai_trillions_usd_detrended,0.9180452855236586,0.9180452855236586
organizations_using_ai_std_3,global_ai_market_value_in_billions_ratio_lag_3,0.9178970085772424,0.9178970085772424
global_ai_market_value_in_billions_ratio_lag_3,organizations_using_ai_volatility,0.9178970085772422,0.9178970085772422
organizations_using_ai_std_3,market_acceleration,0.9178300020985491,0.9178300020985491
organizations_using_ai_volatility,market_acceleration,0.9178300020985491,0.9178300020985491
global_ai_market_value_in_billions_growth_acceleration,organizations_using_ai_std_2,0.9177496727660213,0.9177496727660213
global_ai_market_value_in_billions_growth_acceleration,organizations_using_ai_diff_lag_1,0.917749672766021,0.917749672766021
organizations_using_ai_detrended,estimated_revenue_increase_from_ai_trillions_usd_detrended,0.9176629354822496,0.9176629354822496
global_ai_market_value_in_billions_lag_2,organizations_using_ai_lag_3,0.9176512069322466,0.9176512069322466
ai_software_revenue_in_billions_detrended,organizations_using_ai_lag_3,0.9176286212118689,0.9176286212118689
estimated_revenue_increase_from_ai_trillions_usd_ratio_lag_2,estimated_revenue_increase_from_ai_trillions_usd_upper_band,-0.91758236647777,0.91758236647777
ai_software_revenue_in_billions_detrended,organizations_using_ai_diff_lag_3,0.9174581679576711,0.9174581679576711
estimated_revenue_increase_from_ai_trillions_usd_detrended,global_ai_market_value_in_billions_lower_band,-0.9173408691540597,0.9173408691540597
organizations_using_ai_detrended,global_ai_market_value_in_billions_diff_lag_3,0.9173037751477575,0.9173037751477575
net_job_loss_in_the_us,ai_software_revenue_in_billions_ratio_lag_3,0.9168572267766851,0.9168572267766851
global_ai_market_value_in_billions_ma_5,estimated_revenue_increase_from_ai_trillions_usd_zscore,0.9166621566172223,0.9166621566172223
estimated_revenue_increase_from_ai_trillions_usd,global_ai_market_value_in_billions_ma_5,0.9166621566172223,0.9166621566172223
estimated_revenue_increase_from_ai_trillions_usd_cumulative_growth,global_ai_market_value_in_billions_ma_5,0.9166621566172222,0.9166621566172222
global_ai_market_value_in_billions_ma_2,ai_software_revenue_in_billions_lag_2,0.9165971064079277,0.9165971064079277
ai_software_revenue_in_billions_std_3,global_ai_market_value_in_billions_std_5,0.9164606445124701,0.9164606445124701
global_ai_market_value_in_billions_std_5,ai_software_revenue_in_billions_volatility,0.9164606445124698,0.9164606445124698
ai_software_revenue_in_billions_diff_lag_2,global_ai_market_value_in_billions_lag_3,0.916453659248108,0.916453659248108
estimated_revenue_increase_from_ai_trillions_usd_growth_acceleration,organizations_using_ai_ma_2,0.9163988982338062,0.9163988982338062
global_ai_market_value_in_billions_std_5,ai_software_revenue_in_billions_lag_3,0.9161707087385565,0.9161707087385565
global_ai_market_value_in_billions_lag_3,investment_attractiveness,0.9159394517148459,0.9159394517148459
estimated_revenue_increase_from_ai_trillions_usd_upper_band,year_sin,-0.915936398589558,0.915936398589558
global_ai_market_value_in_billions_lag_2,organizations_using_ai_upper_band,0.9158534193026332,0.9158534193026332
global_ai_market_value_in_billions_ratio_lag_2,market_efficiency_ratio,-0.9158508692857723,0.9158508692857723
global_ai_market_value_in_billions_std_5,investment_attractiveness,0.9157802692519743,0.9157802692519743
global_ai_market_value_in_billions_upper_band,organizations_using_ai_volatility,0.9155759730317777,0.9155759730317777
organizations_using_ai_std_3,global_ai_market_value_in_billions_upper_band,0.9155759730317776,0.9155759730317776
ai_software_revenue_in_billions_ma_3,job_creation_ratio,0.9155557307045119,0.9155557307045119
estimated_revenue_increase_from_ai_trillions_usd_growth_acceleration,organizations_using_ai_ma_3,0.9155285953858385,0.9155285953858385
global_ai_market_value_in_billions_ma_5,organizations_using_ai_ma_5,0.9155197242242524,0.9155197242242524
estimated_revenue_increase_from_ai_trillions_usd_yoy_growth,organizations_using_ai_ma_3,-0.9155093896427814,0.9155093896427814
estimated_revenue_increase_from_ai_trillions_usd_rolling_2y_growth,organizations_using_ai_ma_3,-0.9155093896427814,0.9155093896427814
organizations_using_ai_ma_3,estimated_revenue_increase_from_ai_trillions_usd_ratio_lag_1,-0.9155093896427811,0.9155093896427811
global_ai_market_value_in_billions_lag_2,organizations_using_ai_zscore,0.9153787898299959,0.9153787898299959
organizations_using_ai,global_ai_market_value_in_billions_lag_2,0.9153787898299959,0.9153787898299959
organizations_using_ai_cumulative_growth,global_ai_market_value_in_billions_lag_2,0.9153787898299957,0.9153787898299957
organizations_using_ai_yoy_growth,organizations_using_ai_ratio_lag_3,0.9153269199728036,0.9153269199728036
organizations_using_ai_rolling_2y_growth,organizations_using_ai_ratio_lag_3,0.9153269199728036,0.9153269199728036
organizations_using_ai_ratio_lag_1,organizations_using_ai_ratio_lag_3,0.9153269199728031,0.9153269199728031
global_ai_market_value_in_billions_rolling_2y_growth,organizations_using_ai_std_5,0.9152922357489633,0.9152922357489633
global_ai_market_value_in_billions_yoy_growth,organizations_using_ai_std_5,0.9152922357489633,0.9152922357489633
organizations_using_ai_std_5,global_ai_market_value_in_billions_ratio_lag_1,0.9152922357489632,0.9152922357489632
ai_adoption_%,organizations_planning_to_implement_ai,0.9152434200488015,0.9152434200488015
ai_adoption_%,estimated_new_jobs_created_by_ai_millions,0.915086326943395,0.915086326943395
ai_software_revenue_in_billions_ratio_lag_2,organizations_using_ai_lag_2,-0.9147008153951908,0.9147008153951908
global_ai_market_value_in_billions_std_5,ai_software_revenue_in_billions_diff_lag_2,0.9146990819524705,0.9146990819524705
ai_adoption_%,marketers_believing_ai_improves_email_revenue,0.9144254912791542,0.9144254912791542
global_ai_market_value_in_billions_lag_2,estimated_revenue_increase_from_ai_trillions_usd_diff_lag_3,0.9143823317008908,0.9143823317008908
organizations_using_ai_ma_3,ai_software_revenue_in_billions_ratio_lag_2,-0.9143566709120263,0.9143566709120263
